"user","viz","accuracy","difficulty"
"TiDZBcGFScRA4NTE8","map",0.25,"medium"
"WXyXqZ6LB2NgLAoAN","map",0.25,"medium"
"Wm5caAkfs4zYSx7rs","map",0.75,"medium"
"XK7HZszKh5DB5nkf4","map",0.5,"medium"
"XauekjSJ4jgTEm9NX","map",0.25,"medium"
"Xj2DMiLHrcZKT93Dz","map",0.25,"medium"
"XnY2aHcsk8cbQbF7Y","map",0.5,"medium"
"YDBqnjgjFRC7ZvpeY","map",0,"medium"
"Z85BhuzTR3dAsKXMR","map",0.75,"medium"
"aZuNFzhZxECm9nNeE","map",0.25,"medium"
"aa4meRBmZ9SH3HkPH","map",0.5,"medium"
"ac6KP6GuesR5dHrzX","map",0.5,"medium"
"axrm2f7L6xv89QmN9","map",0.5,"medium"
"cm2dKrt5FiSdPQYD2","map",0.25,"medium"
"cngZsBZX5N9fjXp9i","map",0.5,"medium"
"d5beoXxKBdTu4Jdn7","map",0.25,"medium"
"dACHxFDBRPwvDYFrD","map",0.25,"medium"
"dj6j7dNuabvZYM7qf","map",0.5,"medium"
"e572swucWvLEMxmWH","map",0.5,"medium"
"iD2k42rucGqSihRyD","map",0.25,"medium"
"jXvgedbwf2zPTFvMz","map",0.5,"medium"
"mcBBdABuErZtd5SQt","map",0.25,"medium"
"mow3tQCjYGvuuJtM9","map",0.5,"medium"
"nDxPzaK8WbyEDQbSL","map",0.5,"medium"
"o8h2y3NSZ3TiFmEuA","map",0.75,"medium"
"oZgA7zMzJYw8w7i2K","map",0.5,"medium"
"p4EgJtcC9FFTXFYj4","map",0.5,"medium"
"pFGds9sCShxFpigme","map",0.75,"medium"
"pNpPxpSZf4kRk7Pwf","map",1,"medium"
"pbchkZEmGwsfjhJMe","map",0.25,"medium"
"pn5HHxd2JYRfeeTq2","map",0.5,"medium"
"4LNR8zsfngckTHwgs","dots",1,"medium"
"4Z4hJFxsL4vtRWGqv","dots",0.5,"medium"
"4b8y692Tb8BxsK8Lm","dots",0.25,"medium"
"4bHzrqd3Kx4nAQDTg","dots",0.5,"medium"
"4cekzyN5zuwojmnci","dots",0.5,"medium"
"5qxdMLFYgbsEGJ9tD","dots",0.5,"medium"
"75QZK5nw8m4DfumgR","dots",0.5,"medium"
"77KtRQutp99JMKJwD","dots",0.5,"medium"
"7GXgCz7Go95qTbRce","dots",0.75,"medium"
"BnbtFpPvRuYfAdpYN","dots",0.5,"medium"
"CA5xS7Nq56pMioKzB","dots",0.5,"medium"
"EEmWu4X3YQuDbErED","dots",0.5,"medium"
"Gt2GxvdyBNaPGqcmE","dots",0.25,"medium"
"HjdLX33xpiCLh75mZ","dots",0.5,"medium"
"J4bRPSnhTfc7sQA2Y","dots",0.5,"medium"
"JHcaqTgSWv8ht7Zch","dots",0.75,"medium"
"JXd3L2ZAaKk93vqf5","dots",0.75,"medium"
"KTpX2Ch4kDTYCpREs","dots",0.5,"medium"
"Lf34EiiyFH9v4earA","dots",0.75,"medium"
"P5CXiwPHSyYMAnZ9q","dots",0.75,"medium"
"PPTDwWFB3x89cfJ62","dots",0.5,"medium"
"PYZKwDh6EPsmXCwBH","dots",0.5,"medium"
"Q7tqY7v3qTCTZpPov","dots",0.25,"medium"
"QC5CAtSGLrMGWoddJ","dots",0.5,"medium"
"QmYRG24m67s3RZ2hA","dots",0.75,"medium"
"QzcrKqfgWMxPHbBGu","dots",0.5,"medium"
"RsBSQPq8gPAy9GRyY","dots",0.5,"medium"
"RynsssJY5QArKkYwL","dots",0.75,"medium"
"T3Awsz2mJfufhe2To","dots",1,"medium"
"TvjgdQiSWYAmJvKcK","dots",0.75,"medium"
"XPArDBGapfrz4N45c","dots",0.5,"medium"
"Y3CgSbxKHxqyGsgCd","dots",0.25,"medium"
"YNDbrrFTtu6a9mksv","dots",0.75,"medium"
"aPayCz3H3CxXSvQ88","dots",0.5,"medium"
"bZ48dWnRzW4x8Z27C","dots",0.75,"medium"
"bdoFcNS8GmtufccH3","dots",0.5,"medium"
"becdkK7sXapRRALWn","dots",0.75,"medium"
"dNFwJXrFfoWxjrLD8","dots",0.25,"medium"
"do6WBMEkF4c69LoCY","dots",0.5,"medium"
"dxzbcACHmXmH32crW","dots",0.25,"medium"
"eWfxHMR4f2ZwbivAc","dots",0.25,"medium"
"es47YwR3cjiG8zN5Q","dots",0,"medium"
"fit2d2FdLfjtTFFXi","dots",0.5,"medium"
"jFLTvdMXkduoZ5FWq","dots",0.75,"medium"
"k4WaCsMwLW5HgfsWH","dots",0,"medium"
"k7CaR8sHMRoGWRE8s","dots",0.5,"medium"
"kLKvgkXFiMTsyG6x9","dots",0.5,"medium"
"kbpbErs3ntivuaXo5","dots",0.75,"medium"
"n2PHs2jYdgzP984df","dots",0.25,"medium"
"oB78DWRH65xKAh7iX","dots",0.75,"medium"
"onfiXnMn5crvkJhmp","dots",0.5,"medium"
"orznAgq52iPAZW2Gj","dots",0.5,"medium"
"pTWdiRycrFuEM7Msx","dots",0.75,"medium"
"q4BeJcAgJScQrDshx","dots",0.75,"medium"
"qPeYLf7hGCaX9PccK","dots",0.5,"medium"
"qmmwXtpiAC6Cv7PEB","dots",0.5,"medium"
"qu7BoNB8B2jM96Tce","dots",0.75,"medium"
"r2Zi8nWky4RAJxPvf","dots",0.25,"medium"
"rJN3dky3R9Gx7AMG4","dots",0.5,"medium"
"3NXNbigM76nQKAs89","chart",0.75,"hard"
"3cZwuTXWPouEuqe9y","chart",0.25,"hard"
"57zdiZK38YnEcLrXp","chart",0.25,"hard"
"8HTePmjPLTLT5f3HZ","chart",0.25,"hard"
"9M5H84ahykKNs7Ja6","chart",0.5,"hard"
"9agXJZdg9R5W8spwF","chart",0.25,"hard"
"A8ppFqrxQHpgk3MzE","chart",0.25,"hard"
"AL4dRc3qJ2uhrp7rE","chart",0.25,"hard"
"AMh3TgppBHmzPL9iD","chart",0.25,"hard"
"AwRr7nMbybTLF4mQA","chart",0,"hard"
"B4oDhv6EgeaKp3MYf","chart",0.25,"hard"
"C8uxJpFgPGc78h28h","chart",0.25,"hard"
"Cm7MWdJ2tFXu4wF7d","chart",0.5,"hard"
"Cwp6FFWujWJRktXw9","chart",0.75,"hard"
"DzJYRt9TL6xTyC8wA","chart",0.75,"hard"
"EJAkESF8jksJPoAEg","chart",0.5,"hard"
"KeQoR9bNowmKCKzvu","chart",0.25,"hard"
"Ky3yuBfd2RKkD6h7z","chart",0.75,"hard"
"LvF8kX7yJ4FeHMK9w","chart",0.75,"hard"
"MK96LdywSXKk6yfb7","chart",0.5,"hard"
"NoQhQnJxHAoDAaumx","chart",0.25,"hard"
"PsQ9F7kF2KdYbyvET","chart",0.75,"hard"
"Skh2fCDyZAMRf7NQT","chart",0.5,"hard"
"THgK9emkLiA342cgM","chart",0.25,"hard"
"TL5XJLtaMeN8PnNNA","chart",0.25,"hard"
"TRNhRRY9Pmsh8zNay","chart",0.25,"hard"
"Tr7NqkSqoiscHmNSY","chart",0.25,"hard"
"WajBF7PM7wJCenux5","chart",0.5,"hard"
"Wrj78XYmTRq7a6oz8","chart",0.25,"hard"
"WwbAP4Yb8zx33vyWG","chart",0.25,"hard"
"Y6eqSXtpoJEyHQq2w","chart",0.5,"hard"
"YMahh8fY3JjTXxK7y","chart",0.25,"hard"
"YQB4KCyQkfmagQhBK","chart",0.5,"hard"
"Ye65yB8imJSNsDvjk","chart",0.25,"hard"
"ZKYJkThFGEvK8hYmH","chart",0.25,"hard"
"ahrfcQkgKqWz8Ek3F","chart",0.5,"hard"
"bmH9nMDCxXucKruGo","chart",0,"hard"
"bya8aym4ESWqqmKz6","chart",0.5,"hard"
"cgsEZnFz5vQCBeGGF","chart",0.75,"hard"
"dY5LTBLoGB7usQKzM","chart",0.25,"hard"
"fqEXNiakpJomYPJcM","chart",0.75,"hard"
"gpBmdRkRZjZ2LrKkP","chart",0.5,"hard"
"iDm6WLBzx5sPjZNd7","chart",0.5,"hard"
"iKNrg6Y9DgKobHN3H","chart",0.25,"hard"
"iLuNhE8pcfbotoG4X","chart",0.5,"hard"
"jkkbEENQsL6S4sSsW","chart",0.25,"hard"
"kMM33M7BMLMciZmzo","chart",0.25,"hard"
"kvedfrfTtmZXL8uqw","chart",0.25,"hard"
"n64KKj2WgY4MFqCR8","chart",1,"hard"
"n9tRymw2b29xNXNQw","chart",0.25,"hard"
"nZgAfxxLXB9NQ3Fc3","chart",0.25,"hard"
"oDRjW22eKjuDwoWCz","chart",0.25,"hard"
"p96CHPyE26CXFbzAy","chart",0.75,"hard"
"rXh8hBQFL2mwnymZR","chart",0.25,"hard"
"rsapax3ByCh3AFkfZ","chart",0.25,"hard"
"tG82Mr6tM4vPTp4rW","chart",0.25,"hard"
"3CJzKE2sMHYYpv4ZJ","map",0.5,"hard"
"4aGdhs8S6FR22xJRk","map",0.25,"hard"
"4uPWPfYrqf62aZDHu","map",0.25,"hard"
"6RqvhJwruPeaq5Wiu","map",0.25,"hard"
"85AnrXnvyx6DGzS3E","map",0.5,"hard"
"85aK5nhYqcZsduee9","map",0.5,"hard"
"8oncgLBTZtRGzmjQc","map",0.25,"hard"
"A6ukt8wTXoscrga56","map",0.25,"hard"
"AGYsTWawDsrb6PqzD","map",0.25,"hard"
"CjMr943yDJzT5MMxM","map",0.5,"hard"
"DgNeQjdZpdJmc3kRR","map",0.25,"hard"
"DmcvWpTgM6swZQgXk","map",0.25,"hard"
"EmD2qtgL4Q9tJJzCw","map",0.25,"hard"
"EyggG4F5ytBcAnDYi","map",0.5,"hard"
"Ez4sXXorW4sK6fHmd","map",0.25,"hard"
"FotaBu7ND6CmG7iWW","map",0.5,"hard"
"GGLzbJeQn8ZrZwkcc","map",0.25,"hard"
"HFmDnjZkNekoPaKDt","map",0.5,"hard"
"JJBwJoErRELYD3otD","map",0.75,"hard"
"K3ZDZRLjkQFqxZ64h","map",0.5,"hard"
"LLkmXNFjd9Xekzsbe","map",0.25,"hard"
"LWb6ehf8PAdrDnMt5","map",0.25,"hard"
"NBRmsMXC9YC3nJYpM","map",0.5,"hard"
"Noexq9g9tg5XrNG8N","map",0.25,"hard"
"NzW69rumdPRYDXo8D","map",0.25,"hard"
"PdXnETv6jAK23hYpp","map",0,"hard"
"Qzb5Xx3mKo8Mkvb24","map",0.25,"hard"
"R3orCFiwipaEJZjgy","map",0,"hard"
"RaCmgFxpJoaKvF8Fg","map",0.25,"hard"
"TScYrFrZZMHzjZpC3","map",0.25,"hard"
"TftxzvxgmKZTyvRqG","map",0.5,"hard"
"TiDZBcGFScRA4NTE8","map",0.25,"hard"
"WXyXqZ6LB2NgLAoAN","map",0,"hard"
"Wm5caAkfs4zYSx7rs","map",0.5,"hard"
"XK7HZszKh5DB5nkf4","map",0.25,"hard"
"XauekjSJ4jgTEm9NX","map",0.5,"hard"
"Xj2DMiLHrcZKT93Dz","map",0,"hard"
"XnY2aHcsk8cbQbF7Y","map",0.25,"hard"
"YDBqnjgjFRC7ZvpeY","map",0.25,"hard"
"Z85BhuzTR3dAsKXMR","map",0.25,"hard"
"aZuNFzhZxECm9nNeE","map",0.25,"hard"
"aa4meRBmZ9SH3HkPH","map",0.5,"hard"
"ac6KP6GuesR5dHrzX","map",0.25,"hard"
"axrm2f7L6xv89QmN9","map",0.25,"hard"
"cm2dKrt5FiSdPQYD2","map",0.25,"hard"
"cngZsBZX5N9fjXp9i","map",0.25,"hard"
"d5beoXxKBdTu4Jdn7","map",0.25,"hard"
"dACHxFDBRPwvDYFrD","map",0.5,"hard"
"dj6j7dNuabvZYM7qf","map",0.25,"hard"
"e572swucWvLEMxmWH","map",0.5,"hard"
"iD2k42rucGqSihRyD","map",0.25,"hard"
"jXvgedbwf2zPTFvMz","map",0,"hard"
"mcBBdABuErZtd5SQt","map",0,"hard"
"mow3tQCjYGvuuJtM9","map",0.25,"hard"
"nDxPzaK8WbyEDQbSL","map",0.5,"hard"
"o8h2y3NSZ3TiFmEuA","map",0.25,"hard"
"oZgA7zMzJYw8w7i2K","map",0.5,"hard"
"p4EgJtcC9FFTXFYj4","map",0.25,"hard"
"pFGds9sCShxFpigme","map",0.5,"hard"
"pNpPxpSZf4kRk7Pwf","map",0.5,"hard"
"pbchkZEmGwsfjhJMe","map",0.25,"hard"
"pn5HHxd2JYRfeeTq2","map",0.5,"hard"
"4LNR8zsfngckTHwgs","dots",0.5,"hard"
"4Z4hJFxsL4vtRWGqv","dots",0.25,"hard"
"4b8y692Tb8BxsK8Lm","dots",0,"hard"
"4bHzrqd3Kx4nAQDTg","dots",0.75,"hard"
"4cekzyN5zuwojmnci","dots",0.25,"hard"
"5qxdMLFYgbsEGJ9tD","dots",0.25,"hard"
"75QZK5nw8m4DfumgR","dots",0.5,"hard"
"77KtRQutp99JMKJwD","dots",0.25,"hard"
"7GXgCz7Go95qTbRce","dots",0.5,"hard"
"BnbtFpPvRuYfAdpYN","dots",0.25,"hard"
"CA5xS7Nq56pMioKzB","dots",0.25,"hard"
"EEmWu4X3YQuDbErED","dots",0.5,"hard"
"Gt2GxvdyBNaPGqcmE","dots",0.5,"hard"
"HjdLX33xpiCLh75mZ","dots",0.5,"hard"
"J4bRPSnhTfc7sQA2Y","dots",0,"hard"
"JHcaqTgSWv8ht7Zch","dots",0.75,"hard"
"JXd3L2ZAaKk93vqf5","dots",0.25,"hard"
"KTpX2Ch4kDTYCpREs","dots",0,"hard"
"Lf34EiiyFH9v4earA","dots",0.5,"hard"
"P5CXiwPHSyYMAnZ9q","dots",0.5,"hard"
"PPTDwWFB3x89cfJ62","dots",0.25,"hard"
"PYZKwDh6EPsmXCwBH","dots",0.25,"hard"
"Q7tqY7v3qTCTZpPov","dots",0.5,"hard"
"QC5CAtSGLrMGWoddJ","dots",0.25,"hard"
"QmYRG24m67s3RZ2hA","dots",0.5,"hard"
"QzcrKqfgWMxPHbBGu","dots",0.25,"hard"
"RsBSQPq8gPAy9GRyY","dots",0,"hard"
"RynsssJY5QArKkYwL","dots",0.25,"hard"
"T3Awsz2mJfufhe2To","dots",0.5,"hard"
"TvjgdQiSWYAmJvKcK","dots",0.25,"hard"
"XPArDBGapfrz4N45c","dots",0.25,"hard"
"Y3CgSbxKHxqyGsgCd","dots",0.25,"hard"
"YNDbrrFTtu6a9mksv","dots",0.25,"hard"
"aPayCz3H3CxXSvQ88","dots",0.5,"hard"
"bZ48dWnRzW4x8Z27C","dots",0.5,"hard"
"bdoFcNS8GmtufccH3","dots",0,"hard"
"becdkK7sXapRRALWn","dots",0.5,"hard"
"dNFwJXrFfoWxjrLD8","dots",0.25,"hard"
"do6WBMEkF4c69LoCY","dots",0.75,"hard"
"dxzbcACHmXmH32crW","dots",0,"hard"
"eWfxHMR4f2ZwbivAc","dots",0.25,"hard"
"es47YwR3cjiG8zN5Q","dots",0.25,"hard"
"fit2d2FdLfjtTFFXi","dots",0.25,"hard"
"jFLTvdMXkduoZ5FWq","dots",0.25,"hard"
"k4WaCsMwLW5HgfsWH","dots",0.75,"hard"
"k7CaR8sHMRoGWRE8s","dots",0.25,"hard"
"kLKvgkXFiMTsyG6x9","dots",0.5,"hard"
"kbpbErs3ntivuaXo5","dots",0.25,"hard"
"n2PHs2jYdgzP984df","dots",0.5,"hard"
"oB78DWRH65xKAh7iX","dots",0,"hard"
"onfiXnMn5crvkJhmp","dots",0,"hard"
"orznAgq52iPAZW2Gj","dots",0.25,"hard"
"pTWdiRycrFuEM7Msx","dots",0.5,"hard"
"q4BeJcAgJScQrDshx","dots",0.5,"hard"
"qPeYLf7hGCaX9PccK","dots",0.5,"hard"
"qmmwXtpiAC6Cv7PEB","dots",0.25,"hard"
"qu7BoNB8B2jM96Tce","dots",0,"hard"
"r2Zi8nWky4RAJxPvf","dots",0.5,"hard"
"rJN3dky3R9Gx7AMG4","dots",0.25,"hard"
